Id,CustomerId,RestaurantId,Amount,Status,DEId,Cart,PaymentMode
102,932,994,200.8,Male,530,eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor,eu
103,577,757,826.56,Female,44,dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo,mattis
104,873,825,129.8,Female,576,consequat lectus in est risus auctor sed tristique in tempus sit amet sem fusce consequat nulla,aenean
105,591,129,888.18,Male,452,platea dictumst etiam faucibus cursus urna ut tellus nulla ut erat id mauris vulputate elementum nullam varius nulla facilisi cras,eget
106,41,337,337.42,Male,918,nulla integer pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse,ante
107,929,782,274.03,Male,518,a pede posuere nonummy integer non velit donec diam neque vestibulum eget vulputate ut ultrices vel augue,in
108,194,706,461.99,Female,731,luctus et ultrices posuere cubilia curae nulla dapibus dolor vel est donec odio justo sollicitudin ut suscipit,sit
109,903,717,860.62,Female,544,lorem id ligula suspendisse ornare consequat lectus in est risus auctor sed tristique in,dolor
110,430,563,466.23,Male,848,justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus,nisi
111,808,864,935.79,Male,636,ut massa quis augue luctus tincidunt nulla mollis molestie lorem quisque ut,felis
112,863,101,733.38,Male,929,sed augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo in,posuere
113,330,674,267.63,Male,469,nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque,nunc
114,731,653,431.15,Female,120,hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum,vitae
115,760,831,920.45,Female,397,mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla,ante
116,279,698,141.75,Male,324,sagittis sapien cum sociis natoque penatibus et magnis dis parturient montes,turpis
117,4,664,717.17,Male,440,in felis eu sapien cursus vestibulum proin eu mi nulla ac enim in tempor turpis nec euismod scelerisque quam,tristique
118,344,69,413.59,Female,932,quis turpis sed ante vivamus tortor duis mattis egestas metus,diam
119,834,766,386.94,Female,684,quis tortor id nulla ultrices aliquet maecenas leo odio condimentum,morbi
120,484,911,855.9,Male,472,non sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi,porttitor
121,723,724,488.26,Male,926,curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit,amet
122,637,150,224.95,Female,86,mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis donec,quis
123,563,88,474.3,Male,860,vitae quam suspendisse potenti nullam porttitor lacus at turpis donec posuere metus vitae ipsum aliquam non mauris morbi non lectus,nunc
124,31,823,184.72,Female,471,nunc purus phasellus in felis donec semper sapien a libero nam dui proin leo odio porttitor id consequat in,etiam
125,917,845,952.56,Male,562,in eleifend quam a odio in hac habitasse platea dictumst maecenas ut massa quis augue luctus,convallis
126,735,715,808.67,Female,633,morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est risus auctor sed tristique in tempus sit,odio
127,465,538,91.53,Female,34,bibendum morbi non quam nec dui luctus rutrum nulla tellus,nunc
128,685,533,656.35,Male,979,blandit non interdum in ante vestibulum ante ipsum primis in faucibus orci luctus,purus
129,569,874,953.28,Male,475,diam cras pellentesque volutpat dui maecenas tristique est et tempus semper,scelerisque
130,319,60,158.66,Female,181,at velit vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat erat,elementum
131,807,657,794.09,Female,414,id mauris vulputate elementum nullam varius nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt,tincidunt
132,919,339,860.03,Female,845,dui maecenas tristique est et tempus semper est quam pharetra magna,eu
133,985,280,596.81,Female,702,aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien,vestibulum
134,236,474,894.88,Male,34,ligula suspendisse ornare consequat lectus in est risus auctor sed tristique in tempus sit amet sem fusce consequat nulla nisl,posuere
135,203,118,306.97,Male,9,leo odio condimentum id luctus nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique,ac
136,946,725,15.19,Male,436,phasellus in felis donec semper sapien a libero nam dui proin leo,condimentum
137,368,91,346.11,Male,970,vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris eget massa tempor convallis nulla neque,morbi
138,357,327,82.92,Male,393,congue etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla,sit
139,694,16,784.68,Female,461,blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin,feugiat
140,183,285,103.23,Female,90,sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas,viverra
141,500,450,131.3,Male,141,interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue,odio
142,461,992,876.64,Male,867,consequat lectus in est risus auctor sed tristique in tempus sit amet sem fusce consequat nulla nisl,morbi
143,661,719,508.17,Male,520,a suscipit nulla elit ac nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula,interdum
144,931,846,467.96,Male,395,luctus nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est et,pellentesque
145,6,303,652.71,Male,639,venenatis lacinia aenean sit amet justo morbi ut odio cras mi pede malesuada in imperdiet et commodo vulputate justo,eget
146,81,400,831.17,Male,29,enim leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa id lobortis convallis tortor risus,mauris
147,447,363,483.91,Male,586,eleifend quam a odio in hac habitasse platea dictumst maecenas ut massa quis,morbi
148,971,230,12.54,Female,454,molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat,platea
149,224,933,430.16,Female,357,in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in felis eu,nunc
150,72,233,351.3,Male,606,luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida,etiam
151,888,742,809.34,Male,160,curabitur in libero ut massa volutpat convallis morbi odio odio elementum,purus
152,973,28,482.23,Male,839,odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit,gravida
153,135,212,876.09,Female,578,orci eget orci vehicula condimentum curabitur in libero ut massa volutpat convallis morbi odio,donec
154,871,652,237.68,Male,48,curae nulla dapibus dolor vel est donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est,luctus
155,486,351,350.02,Male,256,tristique fusce congue diam id ornare imperdiet sapien urna pretium,amet
156,703,793,715.43,Male,823,et tempus semper est quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci,adipiscing
157,615,24,850.11,Female,80,adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis nunc proin at turpis,lobortis
158,554,213,301.88,Male,306,risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula,dapibus
159,123,690,676.35,Male,348,dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque,interdum
160,642,729,925.13,Female,41,donec quis orci eget orci vehicula condimentum curabitur in libero,interdum
161,697,651,9.22,Female,491,elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis mattis egestas,sapien
162,688,167,942.92,Female,204,justo nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros,ullamcorper
163,47,668,484.73,Male,500,rutrum nulla tellus in sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet,bibendum
164,739,132,732.78,Female,820,integer non velit donec diam neque vestibulum eget vulputate ut ultrices vel augue,ligula
165,291,482,218.37,Male,286,duis mattis egestas metus aenean fermentum donec ut mauris eget massa tempor convallis,etiam
166,480,279,427.22,Male,402,nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque id justo sit amet sapien dignissim,rutrum
167,99,69,570.93,Male,147,mi nulla ac enim in tempor turpis nec euismod scelerisque quam turpis adipiscing,parturient
168,480,296,701.82,Male,118,magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien,amet
169,348,308,767.05,Male,572,dapibus duis at velit eu est congue elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis,et
170,415,115,214.05,Male,858,morbi non lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci pede venenatis non,nisl
171,777,460,31.5,Female,502,eros viverra eget congue eget semper rutrum nulla nunc purus phasellus in felis,rhoncus
172,561,871,108.59,Female,70,consequat ut nulla sed accumsan felis ut at dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis odio,curabitur
173,699,180,725.25,Female,822,massa volutpat convallis morbi odio odio elementum eu interdum eu tincidunt in leo,morbi
174,689,881,396.02,Female,814,lacinia aenean sit amet justo morbi ut odio cras mi pede malesuada in imperdiet et,in
175,980,812,636.57,Female,716,amet cursus id turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue vel,ridiculus
176,432,822,249.88,Male,689,ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque,at
177,417,563,93.23,Female,702,phasellus in felis donec semper sapien a libero nam dui proin leo,eros
178,862,879,583.88,Male,412,interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit,pellentesque
179,921,622,797.02,Male,659,auctor sed tristique in tempus sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed interdum,diam
180,299,97,159.16,Male,323,luctus nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat,nulla
181,551,781,931.63,Male,472,justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing,sed
182,370,313,507.93,Female,802,non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed vel,dolor
183,332,50,304.94,Female,737,nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo,tellus
184,526,72,205.11,Male,733,natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis,consectetuer
185,573,221,279.23,Female,495,at ipsum ac tellus semper interdum mauris ullamcorper purus sit amet,donec
186,666,954,947.09,Female,284,vel augue vestibulum ante ipsum primis in faucibus orci luctus et,erat
187,504,533,857.01,Female,960,in hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis molestie lorem quisque,integer
188,591,822,548.53,Female,264,duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim,mi
189,286,543,110.56,Male,39,amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed interdum venenatis turpis enim blandit,morbi
190,918,588,174.23,Female,368,vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus et,curae
191,15,196,150.1,Male,750,nulla mollis molestie lorem quisque ut erat curabitur gravida nisi at nibh,augue
192,592,396,495.35,Female,753,aenean fermentum donec ut mauris eget massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies eu,a
193,909,48,568.35,Male,976,integer non velit donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante,cras
194,308,379,600.97,Male,211,erat curabitur gravida nisi at nibh in hac habitasse platea,massa
195,625,818,729.95,Male,226,ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a,sed
196,132,966,389.7,Male,448,ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae nulla,tortor
197,459,187,948.39,Male,882,duis ac nibh fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend quam a,mauris
198,725,932,515.91,Female,786,montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean,cursus
199,886,654,847.26,Male,424,velit id pretium iaculis diam erat fermentum justo nec condimentum neque sapien,vestibulum
200,150,398,507.96,Male,721,in felis eu sapien cursus vestibulum proin eu mi nulla ac enim in tempor turpis,ligula
201,482,235,387.12,Female,398,vestibulum quam sapien varius ut blandit non interdum in ante vestibulum ante ipsum primis in faucibus orci luctus et,condimentum
202,105,578,555.87,Male,611,pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est,quis
203,20,244,15.3,Male,590,augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra,molestie
204,146,98,402.14,Female,266,at nulla suspendisse potenti cras in purus eu magna vulputate luctus,bibendum
205,909,906,789.37,Female,23,aliquam sit amet diam in magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu felis fusce posuere,eget
206,477,840,12.91,Male,118,maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in felis eu,nulla
207,647,811,243.19,Male,534,id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et,consectetuer
208,440,84,767.08,Male,474,est risus auctor sed tristique in tempus sit amet sem fusce consequat nulla nisl nunc nisl,sem
209,250,350,585.8,Male,148,hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer,curabitur
210,406,991,740.34,Female,907,aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas leo odio,orci
211,910,581,202.32,Male,693,ligula nec sem duis aliquam convallis nunc proin at turpis a pede posuere nonummy integer non velit donec diam,ac
212,331,997,613.19,Male,403,faucibus orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis,massa
213,484,13,963.12,Female,93,amet consectetuer adipiscing elit proin risus praesent lectus vestibulum quam sapien varius ut blandit non interdum in ante vestibulum,penatibus
214,479,508,218.53,Female,33,eu sapien cursus vestibulum proin eu mi nulla ac enim in tempor,velit
215,593,733,157.36,Female,31,nisi eu orci mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi a,cum
216,67,231,654.14,Female,37,orci mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh,id
217,172,853,792.34,Female,298,eleifend luctus ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum,sodales
218,740,503,277.4,Female,541,pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est,justo
219,344,113,658.05,Male,295,in libero ut massa volutpat convallis morbi odio odio elementum eu interdum eu tincidunt,ultricies
220,965,628,704.27,Male,184,suspendisse potenti nullam porttitor lacus at turpis donec posuere metus vitae ipsum,turpis
221,831,907,969.24,Male,587,augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae,dictumst
222,160,92,893.62,Male,371,consequat morbi a ipsum integer a nibh in quis justo maecenas rhoncus,at
223,465,272,734.91,Female,912,quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa id lobortis convallis,congue
224,544,251,972.64,Male,261,sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis justo,nunc
225,45,437,353.26,Male,566,ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae,bibendum
226,363,112,714.73,Male,511,lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui,porttitor
227,85,578,325.92,Male,934,condimentum id luctus nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui,venenatis
228,424,853,768.53,Male,795,interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit,duis
229,766,127,891.16,Male,971,suscipit nulla elit ac nulla sed vel enim sit amet nunc,duis
230,417,659,27.39,Female,917,in ante vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae duis faucibus,praesent
